강릉, ,20 이상, , ,16.3,-8.1,15.7, , ,18,남남서,
강진군, ,20 이상, , ,12.8,5.9,12.2, , ,63,남서,
강화, ,10.9, , ,10.5,5.8,8.9, , ,73,남남서,
거제, ,10.4, , ,11.7,2.4,11.1, , ,53,남남서,
거창, ,14.8, , ,9.2,-6.2,9.2, , ,33,북,
경주시, ,14.9, , ,12.9,-6.6,12.9, , ,25,동남동,
고산, ,18.7, , ,13.6,7.3,10.8, , ,66,남남동,
고창, ,20 이상, , ,14.2,-1.8,12.9, , ,33,남남동,
고창군, ,15.9, , ,14.0,-0.8,12.8, , ,36,남남동,
고흥, ,10.7, , ,12.5,5.1,12.5, , ,61,서,
광양시, ,12.3, , ,12.1,2.7,11.3, , ,53,남서,
광주,맑음,11.0,2,0,14.2,0.7,13.8, , ,40,남서,
구미, ,15.6, , ,11.3,-4.4,11.3, , ,33,북동,
군산, ,11.0, , ,14.2,0.0,12.9, , ,38,남남동,
금산, ,8.1, , ,14.2,-2.7,13.7, , ,31,서남서,
김해시, ,8.2, , ,11.5,0.8,11.5, , ,48,남남서,
남원, ,7.1, , ,10.2,0.0,10.0, , ,49,서,
남해, ,7.2, , ,12.3,4.7,12.3, , ,60,북서,
대관령, ,20 이상, , ,8.5,-8.5,5.2, , ,29,서북서,
대구,구름많음,13.7,7,0,11.4,-4.3,11.4, , ,33,북서,
대전,연무,10.0,3,0,14.4,-3.9,13.4, , ,28,남서,
동두천, ,18.6, , ,11.7,2.1,10.2, , ,52,남,
동해, ,20 이상, , ,17.3,-13.5,17.3, , ,11,서남서,
목포,구름조금,14.9,4,0,13.2,4.0,11.5, , ,54,남,
문경, ,15.9, , ,9.6,-5.1,8.3, , ,35,동,
밀양, ,12.2, , ,10.5,-1.5,10.5, , ,43,북동,
백령도,박무,9.1,9,9,8.4,6.6,5.5, , ,89,남남동,
보령, ,9.9, , ,13.4,-2.1,11.3, , ,34,남,
보성군, ,8.9, , ,11.4,5.0,11.4, , ,65,남남동,
보은, ,7.5, , ,11.1,-1.6,10.0, , ,41,남,
봉화, ,11.9, , ,10.9,-6.0,10.2, , ,30,남,
부산,연무,8.7,8,0,11.5,1.4,9.1, , ,50,서남서,
