강릉, ,20 이상, , ,14.7,-9.4,14.4, , ,18,남서,
강진군, ,20 이상, , ,9.5,4.6,9.5, , ,72,서,
강화, ,6.4, , ,7.9,5.6,5.9, , ,86,남남서,
거제, ,8.2, , ,11.5,1.9,11.5, , ,52,서,
거창, ,17.1, , ,5.1,-7.4,5.1, , ,40,정온,
경주시, ,16.6, , ,9.1,-4.8,9.1, , ,37,정온,
고산, ,17.5, , ,12.0,7.0,9.1, , ,72,남동,
고창, ,20 이상, , ,12.0,-0.5,9.9, , ,42,남동,
고창군, ,16.9, , ,12.8,0.1,11.5, , ,42,동남동,
고흥, ,5.3, , ,9.3,6.1,9.3, , ,81,정온,
광양시, ,10.9, , ,10.4,2.9,10.4, , ,60,남,
광주,연무,7.9,7,0,11.9,1.2,11.4, , ,48,남남서,
구미, ,17.6, , ,7.6,-5.1,7.6, , ,40,정온,
군산, ,7.7, , ,11.5,2.2,9.8, , ,53,남동,
금산, ,5.2, , ,10.6,1.4,10.6, , ,53,남,
김해시, ,11.8, , ,9.9,-0.6,9.9, , ,48,남남동,
남원, ,7.7, , ,5.9,-1.7,5.9, , ,58,서남서,
남해, ,4.6, , ,8.6,4.4,8.6, , ,75,정온,
대관령, ,20 이상, , ,7.5,-12.8,3.9, , ,22,서,
대구,구름많음,14.4,8,0,7.8,-4.3,7.8, , ,42,동북동,
대전,연무,7.0,4,0,10.5,-1.8,9.8, , ,42,남동,
동두천, ,18.3, , ,9.4,0.0,7.0, , ,52,남남동,
동해, ,20 이상, , ,16.2,-12.3,16.0, , ,13,서,
목포,구름많음,15.1,7,0,11.4,5.2,9.8, , ,66,남,
문경, ,15.5, , ,7.2,-5.5,6.1, , ,40,동남동,
밀양, ,20 이상, , ,8.0,-5.4,8.0, , ,38,남남동,
백령도,안개 끝,5.2,10,10,7.7,7.2,3.6, , ,97,남남동,
보령, ,10.0, , ,13.0,-1.0,11.1, , ,38,남남서,
보성군, ,5.9, , ,9.4,5.3,9.4, , ,76,남동,
보은, ,8.6, , ,6.3,-2.0,6.3, , ,55,정온,
봉화, ,18.3, , ,9.3,-8.3,9.3, , ,28,남동,
부산,연무,7.3,8,0,10.9,2.1,9.0, , ,55,남서,
부안, ,10.5, , ,12.4,1.9,11.3, , ,49,남,
부여, ,4.7, , ,8.6,1.4,8.6, , ,61,남서,
북강릉,구름많음,20 이상,7,0,14.4,-11.9,13.8, , ,15,남남서,
북창원, ,10.1, , ,10.9,1.4,10.9, , ,52,북북동,
북춘천,맑음,20 이상,2,0,6.4,-5.2,6.4, , ,43,동북동,
산청, ,14.6, , ,6.0,-4.7,6.0, , ,46,정온,
상주, ,20 이상, , ,6.1,-6.1,6.1, , ,41,북동,
서귀포,연무,7.2,10,10,11.9,6.5,11.9, , ,70,북북서,
서산, ,20 이상, , ,11.3,0.6,8.6, , ,48,남,
서울,맑음,11.1,0,0,8.9,0.3,6.9, , ,55,동북동,
성산, ,17.4, , ,11.8,5.6,10.4, , ,66,남서,
세종, ,20 이상, , ,9.0,-3.2,9.0, , ,42,동북동,
속초, ,20 이상, , ,14.9,-13.3,14.7, , ,13,남남서,
수원,연무,6.1,0,0,10.1,3.1,8.3, , ,62,남남동,
순창군, ,20 이상, , ,8.0,1.1,8.0, , ,62,동,
순천, ,5.0, , ,9.6,2.6,9.6, , ,62,동,
안동,구름많음,15.6,6,0,7.5,-6.6,7.5, , ,36,서,
양산시, ,20 이상, , ,10.0,-0.8,8.4, , ,47,남서,
양평,구름조금,11.7,5,5,8.0,-4.4,8.0, , ,41,동남동,
여수,박무,3.7,9,0,8.9,4.7,8.9, , ,75,남남서,
영광군, ,20 이상, , ,12.6,-0.6,10.9, , ,40,남,
영덕, ,19.2, , ,13.9,-8.7,13.9, , ,20,남,
영월, ,18.7, , ,6.5,-8.6,6.5, , ,33,서남서,
영주, ,18.2, , ,6.9,-8.2,6.2, , ,33,남남동,
영천, ,14.7, , ,7.4,-4.7,7.4, , ,42,정온,
완도, ,3.3, , ,8.8,6.7,8.8, , ,87,동,
울릉도,구름조금,20 이상,5,0,12.0,2.1,10.8, , ,51,남서,
울산,구름많음,20 이상,8,0,11.4,-6.9,11.1, , ,27,동남동,
울진, ,20 이상, , ,14.8,-10.0,13.9, , ,17,남서,
원주, ,16.1, , ,7.6,-7.2,7.6, , ,34,정온,
의령군, ,7.8, , ,8.0,-2.0,7.4, , ,49,동남동,
의성, ,19.7, , ,8.5,-5.7,8.5, , ,36,남서,
이천, ,8.9, , ,7.3,-2.7,7.3, , ,49,동,
인제, ,17.0, , ,8.3,-6.2,6.3, , ,35,남남동,
인천,연무,4.0,2,2,9.1,3.7,6.3, , ,69,남남동,
임실, ,6.0, , ,9.2,0.6,7.4, , ,55,남남동,
장수, ,8.5, , ,9.6,-4.4,8.6, , ,37,남남서,
장흥, ,8.4, , ,10.1,4.6,8.6, , ,69,남남동,
전주,연무,10.9,7,0,12.2,0.5,11.7, , ,45,남남동,
정선군, ,16.7, , ,6.2,-10.1,6.2, , ,30,동,
정읍, ,14.4, , ,12.4,-2.6,11.1, , ,35,남서,
제주,연무,9.6,10,10,12.2,0.9,12.2, , ,46,서북서,
제천, ,8.6, , ,7.0,-7.4,7.0, , ,35,남동,
진도군, ,11.5, , ,11.5,6.0,10.1, , ,69,남,
진주, ,10.4, , ,7.3,-1.1,7.3, , ,55,서북서,
창원,연무,5.1,9,0,9.1,1.0,7.0, , ,57,동남동,
천안, ,9.3, , ,8.6,-0.4,7.2, , ,53,동남동,
철원, ,20 이상, , ,9.5,-1.5,9.5, , ,46,남동,
청송군, ,20 이상, , ,7.3,-8.3,6.7, , ,32,북북서,
청주,연무,6.7,8,0,10.9,-1.2,10.6, , ,43,남남동,
추풍령, ,20 이상, , ,8.1,-8.4,6.9, , ,30,남남동,
춘천, ,17.2, , ,5.0,-6.8,5.0, , ,42,북북동,
충주, ,9.4, , ,7.5,-3.9,7.5, , ,44,정온,
태백, ,20 이상, , ,7.9,-16.4,5.2, , ,16,남서,
통영, ,3.9, , ,9.6,5.7,8.3, , ,77,남동,
파주, ,19.0, , ,7.3,1.5,5.9, , ,67,남,
포항,구름많음,15.2,8,0,11.7,-4.9,10.3, , ,31,남남서,
함양군, ,17.1, , ,6.0,-11.1,6.0, , ,28,서북서,
합천, ,12.9, , ,8.3,-4.2,8.3, , ,41,북북동,
해남, ,8.9, , ,11.7,3.9,11.1, , ,59,남,
홍성,연무,8.7,6,0,11.7,3.1,10.7, , ,56,남,
홍천, ,20 이상, , ,5.4,-6.5,5.4, , ,42,남동,
흑산도,구름조금,18.5,3,0,11.8,5.6,8.7, , ,66,남,
