강릉, ,20 이상, , ,11.6,-7.8,9.9, , ,25,남서,
강진군, ,16.2, , ,8.1,-4.7,5.1, , ,40,서북서,
강화, ,20 이상, , ,5.6,0.9,2.0, , ,72,서남서,
거제, ,20 이상, , ,8.9,-5.0,7.5, , ,37,남남서,
거창, ,20 이상, , ,9.7,-8.9,8.0, , ,26,서남서,
경주시, ,20 이상, , ,12.5,-12.7,11.2, , ,16,서북서,
고산, ,20 이상, , ,7.5,-0.9,2.4, , ,55,북서,
고창, ,17.3, , ,6.4,-5.9,2.4, , ,41,서,
고창군, ,20 이상, , ,6.8,-5.8,4.4, , ,40,서,
고흥, ,20 이상, , ,9.2,-6.6,6.1, , ,32,북서,
광양시, ,7.8, , ,11.3,-8.5,9.5, , ,24,서북서,
광주,맑음,20 이상,0,0,8.5,-6.4,7.2, , ,34,서북서,
구미, ,20 이상, , ,10.4,-9.8,10.2, , ,23,북서,
군산, , , , ,5.8,-2.5,2.7, , ,55,서,
금산, ,20 이상, , ,8.3,-5.9,6.5, , ,36,서,
김해시, ,20 이상, , ,12.5,-9.9,11.6, , ,20,서북서,
남원, ,20 이상, , ,7.4,-7.4,5.0, , ,34,서북서,
남해, ,20 이상, , ,11.1,-8.7,9.3, , ,24,서북서,
대관령, ,20 이상, , ,3.0,-12.5,-2.7, , ,31,서,
대구,맑음,20 이상,0,0,10.9,-8.9,9.1, , ,24,북서,
대전,맑음,20 이상,0,0,10.5,-8.2,9.0, , ,26,북서,
동두천, ,14.5, , ,8.0,-4.4,5.7, , ,41,남서,
동해, ,20 이상, , ,11.5,-7.3,11.1, , ,26,북북서,
목포,맑음,20 이상,0,0,6.1,-4.1,2.3, , ,48,북서,
문경, ,20 이상, , ,8.7,-11.8,6.0, , ,22,서북서,
밀양, ,20 이상, , ,13.0,-12.2,12.7, , ,16,서,
백령도,맑음,20 이상,0,0,7.5,-1.7,4.4, , ,52,남서,
보령, ,12.5, , ,6.5,-1.6,4.8, , ,56,남남서,
보성군, ,20 이상, , ,9.8,-4.9,6.8, , ,35,북서,
보은, ,20 이상, , ,9.3,-8.3,8.3, , ,28,북서,
봉화, ,20 이상, , ,8.7,-11.8,7.2, , ,22,남서,
부산,맑음,20 이상,0,0,11.0,-2.7,9.0, , ,38,남남서,
부안, ,20 이상, , ,6.7,-2.4,4.1, , ,52,서,
부여, ,20 이상, , ,8.2,-5.3,6.3, , ,38,서,
북강릉,맑음,20 이상,0,0,10.8,-9.5,9.5, , ,23,남서,
북창원, ,20 이상, , ,12.1,-5.8,12.1, , ,28,남,
북춘천,맑음,20 이상,0,0,8.6,-9.3,5.9, , ,27,남서,
